"gene_short_name","id","WormCategory.1","WormCategory.2","WormCategory.3"
"F37A8.5","WBGene00009503","Unassigned","Unassigned","Unassigned"
"R10E9.3","WBGene00011215","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"R10E9.2","WBGene00011214","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"msi-1","WBGene00003423","mRNA functions","mRNA functions: binding","mRNA functions: binding: RBM"
"Y1A5A.2","WBGene00012380",NA,NA,NA
"Y1A5A.1","WBGene00012379","Cytoskeleton","Cytoskeleton: paxillin","Cytoskeleton: paxillin"
"C36E8.6","WBGene00044230",NA,NA,NA
"glb-11","WBGene00007981","Globin","Globin","Globin"
"C36E8.1","WBGene00007980","Transcription: general machinery","Transcription: general machinery: RNA Pol I","Transcription: general machinery: RNA Pol I: unassigned"
"pxd-1","WBGene00007982","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"C36E8.4","WBGene00007983","Unassigned","Unassigned","Unassigned"
"tbb-2","WBGene00006537","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: tubulin"
"snpc-3.4","WBGene00011367","mRNA functions","mRNA functions: processing","mRNA functions: processing: snRNP"
"tftc-5","WBGene00011368","Transcription: general machinery","Transcription: general machinery: RNA Pol III","Transcription: general machinery: RNA Pol III"
"T02C12.5","WBGene00194692","Unassigned","Unassigned","Unassigned"
"hum-5","WBGene00002038","Muscle function","Muscle function","Muscle function"
"rcq-5","WBGene00004322","DNA","DNA: repair","DNA: repair"
"his-69","WBGene00001943","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone"
"his-70","WBGene00001944",NA,NA,NA
"unc-79","WBGene00006811","Transmembrane transport","Transmembrane transport: calcium channel","Transmembrane transport: calcium channel"
"kin-19","WBGene00002202","Signaling","Signaling: S/T kinase","Signaling: S/T kinase"
"C03C10.9","WBGene00185075",NA,NA,NA
"C03C10.5","WBGene00007271",NA,NA,NA
"C03C10.2","WBGene00007269",NA,NA,NA
"rnr-2","WBGene00004392","Metabolism","Metabolism: nucleotide","Metabolism: nucleotide"
"C03C10.7","WBGene00007273","Unassigned","Unassigned","Unassigned"
"rei-1","WBGene00007270","Signaling","Signaling: SH domain","Signaling: SH domain"
"unc-103","WBGene00006830","Transmembrane transport","Transmembrane transport: potassium channel","Transmembrane transport: potassium channel"
"wht-3","WBGene00007631","Transmembrane transport","Transmembrane transport: ABC","Transmembrane transport: ABC"
"har-1","WBGene00007630","Unassigned","Unassigned","Unassigned"
"glod-4","WBGene00006448","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: unassigned"
"C16C10.9","WBGene00007629","Unassigned","Unassigned","Unassigned"
"C01G12.16","WBGene00219299","Unassigned","Unassigned","Unassigned"
"C16C10.8","WBGene00007628","Unassigned","Unassigned","Unassigned"
"rnf-5","WBGene00004381","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: RING finger"
"ccdc-55","WBGene00007627","Development","Development: general","Development: general"
"rnf-121","WBGene00007626","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: RING finger"
"C16C10.4","WBGene00007625","Transcription: unassigned","Transcription: unassigned","Transcription: unassigned"
"hrde-1","WBGene00007624",NA,NA,NA
"C16C10.13","WBGene00007632","Unassigned","Unassigned","Unassigned"
"C16C10.2","WBGene00007623","Ribosome","Ribosome: unassigned","Ribosome: unassigned"
"C16C10.1","WBGene00007622","Transmembrane transport","Transmembrane transport: mitochondrial","Transmembrane transport: mitochondrial: solute carrier"
"lars-1","WBGene00003073","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA: production"
"R74.2","WBGene00011278","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"R74.10","WBGene00206525","Unassigned","Unassigned","Unassigned"
"dnj-16","WBGene00001034","Chaperone","Chaperone: DnaJ domain","Chaperone: DnaJ domain"
"xbp-1","WBGene00006959","Stress response","Stress response: ER","Stress response: ER"
"asd-1","WBGene00011279","mRNA functions","mRNA functions: binding","mRNA functions: binding: RBM"
"pelo-1","WBGene00011280","mRNA functions","mRNA functions: processing","mRNA functions: processing: splicing"
"R74.7","WBGene00011281","mRNA functions","mRNA functions: methylation","mRNA functions: methylation: unassigned"
"R74.8","WBGene00011282",NA,NA,NA
"phlp-2","WBGene00009647","Signaling","Signaling: phosphatase","Signaling: phosphatase: unassigned"
"mpk-1","WBGene00003401","Signaling","Signaling: MAPK","Signaling: MAPK"
"F43C1.5","WBGene00009649","Unassigned","Unassigned","Unassigned"
"nhr-20","WBGene00003619","Transcription factor","Transcription factor: NHR","Transcription factor: NHR"
"F43C1.7","WBGene00023423","Unassigned","Unassigned","Unassigned"
"mrpl-21","WBGene00023422","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: ribosome"
"zhit-2","WBGene00009648","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: zinc finger"
"Y44F5A.1","WBGene00012858","Unassigned","Unassigned","Unassigned"
"T08A11.1","WBGene00011604",NA,NA,NA
"sftb-1","WBGene00011605","mRNA functions","mRNA functions: processing","mRNA functions: processing: splicing"
"R10E4.1","WBGene00011198","Unassigned","Unassigned","Unassigned"
"sup-26","WBGene00006331","Development","Development: sex determination","Development: sex determination"
"R10E4.3","WBGene00011200","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"mcm-5","WBGene00003157","DNA","DNA: replication","DNA: replication"
"nth-1","WBGene00011201","DNA","DNA: repair","DNA: repair"
"R10E4.6","WBGene00011202","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"R10E4.7","WBGene00011203","Unassigned","Unassigned","Unassigned"
"R10E4.11","WBGene00011206","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: zinc finger"
"R10E4.9","WBGene00011205",NA,NA,NA
"evl-14","WBGene00001352","Development","Development: general","Development: general"
"dcn-1","WBGene00010428","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: unassigned"
"tag-131","WBGene00006478","Stress response","Stress response: detoxification","Stress response: detoxification: CYP"
"H38K22.6","WBGene00044911",NA,NA,NA
"H38K22.7","WBGene00044912",NA,NA,NA
"H38K22.4","WBGene00010429",NA,NA,NA
"gly-6","WBGene00001631","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate"
"cdk-12","WBGene00007135","Cell cycle","Cell cycle: kinase","Cell cycle: kinase"
"B0285.3","WBGene00007136","Unassigned","Unassigned","Unassigned"
"B0285.4","WBGene00007137","Protein modification","Protein modification: methyltransferase","Protein modification: methyltransferase"
"hse-5","WBGene00002003","Extracellular material","Extracellular material: matrix","Extracellular material: matrix"
"B0285.6","WBGene00007138","Transmembrane transport","Transmembrane transport: sodium channel","Transmembrane transport: sodium channel"
"mnp-1","WBGene00007139","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase"
"ckb-1","WBGene00000511",NA,NA,NA
"ckb-2","WBGene00000512","Metabolism","Metabolism: lipid","Metabolism: lipid: phospholipid"
"ckb-3","WBGene00000513","Metabolism","Metabolism: lipid","Metabolism: lipid: phospholipid"
"pals-26","WBGene00007131",NA,NA,NA
"B0284.3","WBGene00007133",NA,NA,NA
"pals-27","WBGene00007132",NA,NA,NA
"pals-28","WBGene00007134",NA,NA,NA
"R07E5.4","WBGene00011112","Metabolism","Metabolism: unassigned","Metabolism: unassigned"
"R07E5.5","WBGene00011113",NA,NA,NA
"R07E5.6","WBGene00011114",NA,NA,NA
"R07E5.15","WBGene00011120",NA,NA,NA
"R07E5.17","WBGene00011121","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"snfc-5","WBGene00011111","Transcription: chromatin","Transcription: chromatin modification","Transcription: chromatin modification: SWI/SNF"
"rnp-4","WBGene00004387","mRNA functions","mRNA functions: processing","mRNA functions: processing: splicing"
"prdx-3","WBGene00011110","Stress response","Stress response: oxidative","Stress response: oxidative"
"R07E5.1","WBGene00011109","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: unassigned"
"mpc-1","WBGene00011119","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: transporter"
"R07E5.11","WBGene00011117","Unassigned","Unassigned","Unassigned"
"pdcd-2","WBGene00011116","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: gene expression"
"R07E5.7","WBGene00011115","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"cku-80","WBGene00000520","DNA","DNA: repair","DNA: repair"
"C28A5.6","WBGene00007791","Signaling","Signaling: casein kinase","Signaling: casein kinase"
"C28A5.1","WBGene00007788",NA,NA,NA
"C28A5.2","WBGene00007789",NA,NA,NA
"nex-3","WBGene00003590","Metabolism","Metabolism: lipid","Metabolism: lipid: binding"
"ceh-43","WBGene00000463","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain"
"ndg-4","WBGene00003577","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"F56F3.4","WBGene00010155","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: zinc finger"
"ifet-1","WBGene00004132","Ribosome","Ribosome: EIF","Ribosome: EIF"
"rps-1","WBGene00004470","Ribosome","Ribosome: subunit","Ribosome: subunit"
"ins-17","WBGene00002100","Metabolism","Metabolism: insulin","Metabolism: insulin"
"cpg-1","WBGene00000465","Extracellular material","Extracellular material: PGI","Extracellular material: PGI"
"atf-7","WBGene00000223","Transcription factor","Transcription factor: bZIP","Transcription factor: bZIP"
"cct-5","WBGene00000380","Chaperone","Chaperone: T complex","Chaperone: T complex"
"F25F2.1","WBGene00009115","Signaling","Signaling: S/T kinase","Signaling: S/T kinase"
"cdh-4","WBGene00000396","Cytoskeleton","Cytoskeleton: cadherin","Cytoskeleton: cadherin"
"ugt-62","WBGene00010904","Stress response","Stress response: detoxification","Stress response: detoxification: ugt"
"mrps-34","WBGene00010905","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: ribosome"
"cisd-3.1","WBGene00010909","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"M88.3","WBGene00010906","Unassigned","Unassigned","Unassigned"
"M88.4","WBGene00010907","Unassigned","Unassigned","Unassigned"
"zbp-1","WBGene00010908","Unassigned","Unassigned","Unassigned: prion domain"
"pan-1","WBGene00003915","Development","Development: somatic","Development: somatic"
"mlcd-1","WBGene00009439","Metabolism","Metabolism: B12","Metabolism: B12"
"idhg-1","WBGene00009440","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: citric acid cycle"
"sel-5","WBGene00004762","Signaling","Signaling: S/T kinase","Signaling: S/T kinase"
"wdr-48","WBGene00009441","Unassigned","Unassigned","Unassigned"
"F35G12.12","WBGene00009445","Proteolysis proteasome","Proteolysis proteasome: 19S","Proteolysis proteasome: 19S"
"F35G12.5","WBGene00009442","Unassigned","Unassigned","Unassigned"
"F35G12.7","WBGene00009443","Unassigned","Unassigned","Unassigned"
"smc-4","WBGene00004874","Cell cycle","Cell cycle: chromosome dynamics","Cell cycle: chromosome dynamics: condensin"
"F35G12.11","WBGene00009444","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"apc-11","WBGene00000145","Cell cycle","Cell cycle: APC","Cell cycle: APC"
"asb-1","WBGene00000206","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: complex V"
"sel-2","WBGene00004760","Trafficking","Trafficking: vesicle targeting/fusion","Trafficking: vesicle targeting/fusion: unassigned"
"mab-21","WBGene00003112","Development","Development: somatic","Development: somatic"
"lips-3","WBGene00008655","Metabolism","Metabolism: lipid","Metabolism: lipid: lipase"
"F10F2.2","WBGene00008654","Metabolism","Metabolism: nucleotide","Metabolism: nucleotide"
"lron-5","WBGene00008656","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"clec-151","WBGene00008659",NA,NA,NA
"clec-153","WBGene00008660",NA,NA,NA
"pqn-29","WBGene00004118","Unassigned","Unassigned","Unassigned: prion domain"
"T23F11.6","WBGene00011957","Unassigned","Unassigned","Unassigned"
"ppm-2","WBGene00011953","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: unassigned"
"T23F11.2","WBGene00011954",NA,NA,NA
"cdka-1","WBGene00011955","Neuronal function","Neuronal function: unassigned","Neuronal function: unassigned"
"T23F11.4","WBGene00011956","Unassigned","Unassigned","Unassigned"
"T23F11.11","WBGene00219297",NA,NA,NA
"srg-13","WBGene00005170",NA,NA,NA
"srg-10","WBGene00005168","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srg"
"srg-11","WBGene00005169","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srg"
"tag-243","WBGene00044078","Signaling","Signaling: small GTPase","Signaling: small GTPase: Rho/Rac"
"ppat-1","WBGene00011407","Metabolism","Metabolism: nucleotide","Metabolism: nucleotide"
"T04A8.6","WBGene00011408","Ribosome","Ribosome: biogenesis","Ribosome: biogenesis"
"T04A8.8","WBGene00011410","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"T04A8.7","WBGene00011409","Metabolism","Metabolism: carbohydrate","Metabolism: carbohydrate"
"dnj-18","WBGene00001036","Chaperone","Chaperone: DnaJ domain","Chaperone: DnaJ domain"
"sel-13","WBGene00011411","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: zinc finger"
"clp-2","WBGene00000543","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: calpain"
"mrpl-16","WBGene00011412","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: ribosome"
"tag-189","WBGene00007045","Extracellular material","Extracellular material: matrix","Extracellular material: matrix"
"T04A8.13","WBGene00011414",NA,NA,NA
"T04A8.18","WBGene00119203",NA,NA,NA
"him-18","WBGene00011415","DNA","DNA: nuclease","DNA: nuclease"
"emb-5","WBGene00001259","Transcription: general machinery","Transcription: general machinery: RNA Pol II","Transcription: general machinery: RNA Pol II: elongation"
"acy-1","WBGene00000068","Signaling","Signaling: heteromeric G protein","Signaling: heteromeric G protein: adenylyl cyclase"
"F17C8.3","WBGene00008910","Unassigned","Unassigned","Unassigned"
"F17C8.9","WBGene00185014","Metabolism","Metabolism: unassigned","Metabolism: unassigned"
"F17C8.7","WBGene00008912",NA,NA,NA
"ras-2","WBGene00004311","Signaling","Signaling: small GTPase","Signaling: small GTPase: Ras"
"twk-6","WBGene00006661",NA,NA,NA
"F17C8.6","WBGene00008911",NA,NA,NA
"col-89","WBGene00000664","Extracellular material","Extracellular material: collagen","Extracellular material: collagen"
"VB0393L.2","WBGene00012146",NA,NA,NA
"B0393.8","WBGene00007173",NA,NA,NA
"rps-0","WBGene00004469","Ribosome","Ribosome: subunit","Ribosome: subunit"
"rbg-3","WBGene00007167","Signaling","Signaling: small GTPase","Signaling: small GTPase: Rab"
"B0393.3","WBGene00007168","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"B0393.4","WBGene00007169","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"B0393.5","WBGene00007170","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"B0393.7","WBGene00007172","Unassigned","Unassigned","Unassigned"
"B0393.9","WBGene00044636","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"B0393.6","WBGene00007171","Unassigned","Unassigned","Unassigned"
"C38D4.10","WBGene00044225",NA,NA,NA
"enu-3.2","WBGene00008003",NA,NA,NA
"mel-28","WBGene00003210","Development","Development: general","Development: general"
"C38D4.4","WBGene00008005","Unassigned","Unassigned","Unassigned: regulated by multiple stresses"
"tag-325","WBGene00008006","Signaling","Signaling: small GTPase","Signaling: small GTPase: Rho/Rac"
"C38D4.9","WBGene00008008","Protein modification","Protein modification: methyltransferase","Protein modification: methyltransferase"
"pal-1","WBGene00003912","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain"
"C38D4.7","WBGene00008007",NA,NA,NA
"arl-6","WBGene00000193","Cilia","Cilia: IFT","Cilia: IFT: BBSome"
"F26A1.6","WBGene00017804",NA,NA,NA
"F26A1.4","WBGene00017803",NA,NA,NA
"F26A1.7","WBGene00017805",NA,NA,NA
"F26A1.8","WBGene00017806","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned"
"F26A1.9","WBGene00017807","Unassigned","Unassigned","Unassigned"
"F26A1.3","WBGene00017802","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: tau tubulin kinase"
"nspd-9","WBGene00017808","Unassigned","Unassigned","Unassigned"
"F26A1.19","WBGene00270319","Unassigned","Unassigned","Unassigned"
"acbp-7","WBGene00044603","Metabolism","Metabolism: lipid","Metabolism: lipid: unassigned"
"clec-156","WBGene00017809",NA,NA,NA
"clec-157","WBGene00017810","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin"
"fkh-5","WBGene00001437",NA,NA,NA
"F26A1.13","WBGene00017811",NA,NA,NA
"F26A1.14","WBGene00017812",NA,NA,NA
"F26A1.1","WBGene00017801","Unassigned","Unassigned","Unassigned"
"ced-4","WBGene00000418","Development","Development: apoptosis","Development: apoptosis"
